"","id","time","lng","lat","depth","ML","epicenter","YMS_int","Taipei_int","Xinyi_int","ChihNan_int"
"612","99086   ",2010-08-22 02:48:00,121.92,24.81,5.7,4.8,"宜蘭市地震站東偏北方  17.3  公里",NA,2,2,2
"613","84007   ",1995-02-23 01:19:00,121.69,24.2,21.7,5.8,"花蓮秀林地震站東北方  16.0  公里",NA,3,NA,2
"614","84012   ",1995-03-24 12:13:00,121.86,24.64,76,5.6,"宜蘭蘇澳地震站北方  3.3  公里",NA,3,NA,2
"615","84065   ",1995-12-01 11:17:00,121.64,24.61,45.1,5.7,"宜蘭牛鬥地震站東偏南方  7.8  公里",NA,3,NA,2
"616","85023   ",1996-07-30 04:20:00,122.35,24.49,65.7,6.1,"宜蘭蘇澳地震站東偏南方  51.1  公里",NA,3,NA,NA
"617","88044   ",1999-09-21 01:57:00,121.04,23.91,7.7,6.4,"南投日月潭地震站東偏北方  14.3  公里",NA,3,NA,NA
"618","88047   ",1999-09-21 02:03:00,120.86,23.8,9.8,6.6,"南投日月潭地震站南偏西方  10.6  公里",NA,3,NA,NA
"619","88048   ",1999-09-21 02:16:00,121.04,23.86,12.5,6.7,"南投日月潭地震站東方  13.7  公里",NA,3,NA,NA
"620","88064   ",1999-09-21 05:46:00,120.86,23.58,8.6,6.6,"嘉義阿里山地震站北偏東方  9.6  公里",NA,3,NA,2
"621","88092   ",1999-09-22 08:14:00,121.05,23.83,15.6,6.8,"南投日月潭地震站東偏南方  15.4  公里",NA,3,NA,NA
"622","88250   ",1999-11-02 01:53:00,121.73,23.36,31.3,6.9,"花蓮玉里地震站東方  43.0  公里",NA,3,NA,3
"623","89091   ",2000-06-11 02:23:00,121.11,23.9,16.2,6.7,"南投日月潭地震站東方  20.6  公里",NA,3,NA,NA
"624","91142   ",2002-09-16 08:03:00,122.39,25.1,175.7,6.8,"基隆市地震站東方  62.2  公里",NA,3,NA,3
"625","92090   ",2003-08-12 12:30:00,121.56,24.59,58.5,5.4,"宜蘭牛鬥地震站南偏西方  5.2  公里",NA,3,NA,3
"626","100002   ",2011-01-10 08:37:00,121.83,24.4,13.2,3.7,"宜蘭縣政府南方  37.3  公里外海",NA,NA,1,NA
"627","100011   ",2011-02-05 08:46:00,122.06,24.63,67.5,4.5,"宜蘭縣政府東偏南方  32.4  公里外海",NA,NA,1,NA
"628","100021   ",2011-03-05 09:01:00,121.88,24.89,113.8,4.3,"宜蘭縣政府東北方  21.2  公里外海",NA,NA,1,NA
"629","100028   ",2011-03-19 05:56:00,121.94,24.48,18.4,4.3,"宜蘭縣政府東南方  32.4  公里外海",NA,NA,1,NA
"630","100043   ",2011-04-11 08:13:00,121.44,24.79,7.5,3.3,"新北市政府南方  24.4  公里",NA,NA,1,NA
"631","100074   ",2011-06-16 11:32:00,121.81,24.8,12.2,4.1,"宜蘭縣政府東北方  9.1  公里 (位於宜蘭縣壯圍鄉)",NA,NA,1,NA
"632","100086   ",2011-07-03 01:19:00,121.9,24.67,68.5,4.3,"宜蘭縣政府東偏南方  15.4  公里 (位於宜蘭縣近海)",NA,NA,1,NA
"633","100104   ",2011-07-16 09:16:00,121.23,24.79,12,3.8,"新竹縣政府東方  22.5  公里 (位於新竹縣關西鎮)",NA,NA,1,NA
"634","100108   ",2011-07-18 10:48:00,122.37,23.59,29.8,5.1,"花蓮縣政府東偏南方  88.2  公里 (位於台灣東部海域)",NA,NA,1,NA
"635","100138   ",2011-10-01 04:55:00,121.67,24.76,59,4,"宜蘭縣政府西偏北方  10.1  公里 (位於宜蘭縣員山鄉)",NA,NA,1,NA
"636","100142   ",2011-10-12 10:14:00,121.34,24.71,9.4,3.8,"桃園縣政府南方  31.7  公里 (位於桃園縣復興鄉)",NA,NA,1,NA
"637","100144   ",2011-10-24 01:38:00,121.81,24.89,90.2,4.1,"宜蘭縣政府北偏東方  18.1  公里 (位於宜蘭縣頭城鎮)",NA,NA,1,NA
"638","100162   ",2011-12-02 11:25:00,121.97,24.82,95.2,4.2,"宜蘭縣政府東偏北方  22.9  公里 (位於台灣東部海域)",NA,NA,1,NA
"639","100166   ",2011-12-08 06:07:00,121.53,24.54,61,4.4,"宜蘭縣政府西南方  31.7  公里 (位於宜蘭縣大同鄉)",NA,NA,1,NA
"640","100169   ",2011-12-14 07:12:00,121.8,23.85,41.9,4.7,"花蓮縣政府東南方  24.1  公里 (位於台灣東部海域)",NA,NA,1,NA
"641","100170   ",2011-12-15 08:35:00,121.77,23.72,32.8,4.6,"花蓮縣政府南偏東方  34.2  公里 (位於台灣東部海域)",NA,NA,1,NA
"642","101014   ",2012-01-16 05:55:00,121.92,24.41,20.4,4.3,"宜蘭縣政府南偏東方  38.7  公里 (位於台灣東部海域)",NA,NA,1,NA
"643","101024   ",2012-02-04 00:54:00,122.66,24.67,116.2,5.6,"宜蘭縣政府東方  90.9  公里 (位於台灣東部海域)",NA,NA,1,NA
"644","101046   ",2012-03-11 02:54:00,121.88,24.8,9.9,3.7,"宜蘭縣政府東偏北方  14.2  公里 (位於宜蘭縣近海)",NA,NA,1,NA
"645","101048   ",2012-03-18 07:58:00,122.24,24.78,96.5,4.8,"宜蘭縣政府東方  48.3  公里 (位於台灣東部海域)",NA,NA,1,NA
"646","101146   ",2012-07-10 08:42:00,122.3,24.71,12.4,4.6,"宜蘭縣政府東方  54.3  公里 (位於台灣東部海域)",NA,NA,1,NA
"647","101180   ",2012-10-13 06:38:00,121.63,24.94,87.4,4.2,"台北市政府東南方  12.8  公里 (位於新北市石碇區)",NA,NA,1,NA
"648","101185   ",2012-10-20 04:49:00,122.45,24.42,78.8,5.3,"宜蘭縣政府東偏南方  77.7  公里 (位於台灣東部海域)",NA,NA,1,NA
"649","101190   ",2012-11-05 09:40:00,121.44,23.78,14.1,4.9,"花蓮縣政府西南方  30.1  公里 (位於花蓮縣萬榮鄉)",NA,NA,1,NA
"650","101214   ",2012-12-31 12:03:00,120.91,23.47,4.4,5.3,"嘉義市政府東方  46.3  公里 (位於嘉義縣阿里山鄉)",NA,NA,1,NA
"651","102016   ",2013-02-06 05:00:00,121.98,24.44,14.5,4.2,"宜蘭縣政府東南方  38.5  公里 (位於臺灣東部海域)",NA,NA,1,NA
"652","102019   ",2013-02-17 09:37:00,121.44,24.32,6.3,3.9,"花蓮縣政府北偏西方  40.7  公里 (位於花蓮縣秀林鄉)",NA,NA,1,NA
"653","102028   ",2013-03-07 06:37:00,122.1,24.61,69.8,4.7,"宜蘭縣政府東偏南方  36.8  公里 (位於臺灣東部海域)",NA,NA,1,NA
"654","102032   ",2013-03-07 04:07:00,121.45,24.34,6,4.6,"花蓮縣政府北偏西方  41.9  公里 (位於花蓮縣秀林鄉)",NA,NA,1,NA
"655","102035   ",2013-03-12 05:03:00,121.78,24.36,51.9,5,"宜蘭縣政府南方  41.0  公里 (位於宜蘭縣近海)",NA,NA,1,NA
"656","102040   ",2013-03-20 03:22:00,121.95,24.45,12.1,4.6,"宜蘭縣政府東南方  35.9  公里 (位於臺灣東部海域)",NA,NA,1,NA
"657","102049   ",2013-04-09 07:13:00,121.86,24.79,99.2,4.1,"宜蘭縣政府東偏北方  11.7  公里 (位於宜蘭縣近海)",NA,NA,1,NA
"658","102052   ",2013-04-16 11:13:00,121.59,24.61,68,4.5,"宜蘭縣政府西南方  22.1  公里 (位於宜蘭縣大同鄉)",NA,NA,1,1
"659","102053   ",2013-04-20 12:36:00,122.44,24.78,118.9,5,"宜蘭縣政府東方  68.4  公里 (位於臺灣東部海域)",NA,NA,1,NA
"660","102055   ",2013-04-21 11:07:00,122.34,24.41,70.6,5,"宜蘭縣政府東偏南方  67.8  公里 (位於臺灣東部海域)",NA,NA,1,NA
"661","102064   ",2013-05-21 12:25:00,121.77,24.28,14.5,4.9,"花蓮縣政府北偏東方  35.4  公里 (位於花蓮縣近海)",NA,NA,1,NA
"662","102072   ",2013-05-25 02:08:00,121.84,24.79,71.4,3.6,"宜蘭縣政府東北方  10.4  公里 (位於宜蘭縣近海)",NA,NA,1,NA
"663","102074   ",2013-05-30 11:14:00,121.64,23.92,46.9,4.8,"花蓮縣政府南偏東方  7.9  公里 (位於花蓮縣近海)",NA,NA,1,NA
"664","102089   ",2013-07-15 09:41:00,122.84,23.76,40,5.7,"花蓮縣政府東方  126.8  公里 (位於臺灣東部海域)",NA,NA,1,NA
"665","102094   ",2013-07-24 11:32:00,121.53,23.91,10.6,5,"花蓮縣政府西南方  13.2  公里 (位於花蓮縣壽豐鄉)",NA,NA,1,NA
"666","102113   ",2013-10-11 12:45:00,121.69,25.04,143.8,4.9,"基隆市政府南偏西方  11.8  公里 (位於新北市汐止區)",NA,NA,1,NA
"667","102117   ",2013-10-22 08:08:00,121.9,24.45,20.6,4.2,"宜蘭縣政府南偏東方  34.4  公里 (位於宜蘭縣近海)",NA,NA,1,NA
"668","102125   ",2013-10-31 11:47:00,121.43,23.63,10.1,5.1,"花蓮縣政府南偏西方  44.5  公里 (位於花蓮縣光復鄉)",NA,NA,1,NA
"669","102140   ",2013-11-04 06:56:00,121.47,23.95,26,4.9,"花蓮縣政府西偏南方  16.4  公里 (位於花蓮縣秀林鄉)",NA,NA,1,NA
"670","102152   ",2013-11-16 03:39:00,122.45,23.95,26.1,5.2,"花蓮縣政府東方  84.2  公里 (位於臺灣東部海域)",NA,NA,1,NA
"671","102153   ",2013-11-21 03:36:00,121.93,24.87,89.5,4.5,"宜蘭縣政府東北方  23.0  公里 (位於宜蘭縣近海)",NA,NA,1,NA
"672","102161   ",2013-12-16 05:47:00,121.69,24.89,107.4,3.9,"宜蘭縣政府北偏西方  18.5  公里 (位於新北市坪林區)",NA,NA,1,NA
"673","102163   ",2013-12-22 12:18:00,121.7,24.61,41.8,4.4,"宜蘭縣政府南偏西方  14.7  公里 (位於宜蘭縣大同鄉)",NA,NA,1,NA
"674","103005   ",2014-01-11 01:13:00,121.3,24.82,8.4,3,"桃園縣政府南方  19.0  公里 (位於桃園縣大溪鎮)",NA,NA,1,NA
"675","103030   ",2014-02-19 12:19:00,121.91,24.44,13.6,4,"宜蘭縣政府南偏東方  35.4  公里 (位於臺灣東部海域)",NA,NA,1,NA
"676","103065   ",2014-05-04 08:43:00,121.65,23.94,36,5.2,"花蓮縣政府南偏東方  6.7  公里 (位於花蓮縣近海)",NA,NA,1,NA
"677","103097   ",2014-07-26 12:43:00,122.01,24.87,101,4,"宜蘭縣政府東偏北方  30.0  公里 (位於臺灣東部海域)",NA,NA,1,NA
"678","103122   ",2014-10-09 12:22:00,121.92,24.41,19.7,3.8,"宜蘭縣政府南偏東方  39.0  公里 (位於臺灣東部海域)",NA,NA,1,NA
"679","103140   ",2014-11-20 01:55:00,122.03,24.9,13.9,4,"宜蘭縣政府東偏北方  32.5  公里 (位於臺灣東部海域)",NA,NA,1,NA
"680","104047   ",2015-09-02 00:18:00,122.02,24.87,11.3,4.6,"宜蘭縣政府東偏北方  30.0  公里 (位於臺灣東部海域)",NA,NA,1,1
"681","104048   ",2015-09-02 01:03:00,121.99,24.86,10.7,4.5,"宜蘭縣政府東偏北方  26.9  公里 (位於臺灣東部海域)",NA,NA,1,NA
"682","104049   ",2015-09-10 11:23:00,121.82,24.24,18.6,4.9,"花蓮縣政府東北方  34.6  公里 (位於臺灣東部海域)",NA,NA,1,NA
"683","104050   ",2015-09-16 01:56:00,121.83,24.25,19,4.9,"花蓮縣政府東北方  36.0  公里 (位於臺灣東部海域)",NA,NA,1,NA
"684","104054   ",2015-09-16 04:43:00,121.82,24.27,18.7,4.5,"花蓮縣政府東北方  37.3  公里 (位於花蓮縣近海)",NA,NA,1,NA
"685","104060   ",2015-09-16 10:29:00,121.8,24.28,19.2,4.6,"花蓮縣政府北偏東方  36.7  公里 (位於花蓮縣近海)",NA,NA,1,NA
"686","104063   ",2015-09-30 03:37:00,121.51,24.02,18.7,4.8,"花蓮縣政府西偏北方  12.0  公里 (位於花蓮縣秀林鄉)",NA,NA,1,NA
"687","104097   ",2015-12-25 05:20:00,121.03,24.05,21.2,4.6,"臺中市政府東偏南方  36.9  公里 (位於南投縣仁愛鄉)",NA,NA,1,NA
"688","104098   ",2015-12-26 05:10:00,121.23,24.8,11.3,3.7,"新竹縣政府東方  22.4  公里 (位於新竹縣關西鎮)",NA,NA,1,NA
"689","105043   ",2016-04-28 09:14:00,121.8,24.28,12.6,4.5,"花蓮縣政府北偏東方  37.2  公里",NA,NA,1,NA
"690","105047   ",2016-05-01 01:25:00,121.83,24.23,12.6,4.5,"花蓮縣政府東北方  34.4  公里 (位於臺灣東部海域)",NA,NA,1,NA
"691","105055   ",2016-05-07 00:51:00,121.76,24.22,11.8,4.8,"花蓮縣政府北偏東方  29.0  公里",NA,NA,1,NA
"692","105061   ",2016-05-12 11:20:00,121.98,24.69,11.4,4.6,"宜蘭縣政府東方  22.0  公里",NA,NA,1,NA
"693","105065   ",2016-05-13 04:43:00,122.02,24.69,11.1,4.4,"宜蘭縣政府東方  26.5  公里",NA,NA,1,NA
"694","105070   ",2016-05-18 08:22:00,121.57,23.22,45.8,5.2,"臺東縣政府東北方  67.0  公里",NA,NA,1,1
"695","105080   ",2016-06-20 08:39:00,121.53,23.16,39.4,5.1,"臺東縣政府東北方  59.8  公里 (位於臺灣東部海域)",NA,NA,1,NA
"696","105082   ",2016-06-24 05:05:00,123.42,23.53,47,6.1,"花蓮縣政府東偏南方  190.4  公里 (位於臺灣東部海域)",NA,NA,1,NA
"697","105092   ",2016-09-05 00:02:00,121.58,24.74,78,3.7,"宜蘭縣政府西方  18.9  公里 (位於新北市烏來區)",NA,NA,1,NA
"698","105094   ",2016-09-28 05:38:00,122.75,24.45,96.9,5.5,"宜蘭縣政府東偏南方  105.1  公里 (位於臺灣東部海域)",NA,NA,1,1
"699","106007   ",2017-01-25 03:33:00,121.83,24.24,57.5,4.9,"花蓮縣政府東北方  34.9  公里 (位於臺灣東部海域)",NA,NA,1,NA
"700","95021   ",2006-03-28 04:56:00,121.77,24.23,11.5,4.6,"宜蘭南澳地震站南方  21.6  公里",NA,NA,1,NA
"701","95023   ",2006-03-30 01:30:00,121.92,24.48,13.1,4.2,"宜蘭蘇澳地震站南偏東方  15.4  公里",NA,NA,1,NA
"702","95029   ",2006-04-02 09:41:00,121.86,24.47,20.5,4.4,"宜蘭南澳地震站東偏北方  12.7  公里",NA,NA,1,NA
"703","95040   ",2006-04-22 01:12:00,121.87,24.47,21.2,4.1,"宜蘭南澳地震站東偏北方  13.0  公里",NA,NA,1,NA
"704","95096   ",2006-11-27 03:46:00,121.68,24.04,48.6,4.6,"花蓮秀林地震站東偏南方  9.0  公里",NA,NA,1,NA
"705","95103   ",2006-12-20 04:44:00,122.29,24.82,10.1,4.8,"宜蘭蘇澳地震站東偏北方  49.5  公里",NA,NA,1,NA
"706","96017   ",2007-03-12 09:35:00,121.75,24.15,9,4.5,"花蓮秀林地震站東偏北方  16.6  公里",NA,NA,1,NA
"707","96037   ",2007-06-20 10:21:00,121.83,24.4,12.3,4.1,"宜蘭南澳地震站東偏南方  8.8  公里",NA,NA,1,NA
"708","96042   ",2007-07-13 04:54:00,121.82,24.79,10.4,4.4,"宜蘭市地震站東偏北方  7.0  公里",NA,NA,1,NA
"709","96043   ",2007-07-15 07:05:00,121.69,24.74,81.9,3.8,"宜蘭市地震站西偏南  7.6  公里",NA,NA,1,NA
"710","97081   ",2008-10-28 03:00:00,121.82,24.6,72.5,4,"宜蘭蘇澳地震站西方  3.6  公里",NA,NA,1,NA
"711","98008   ",2009-01-24 09:48:00,122.04,24.89,4.8,4.6,"宜蘭市地震站東偏北方  33.0  公里",NA,NA,1,1
"712","98021   ",2009-03-16 08:51:00,122.41,24.83,16.2,4.7,"宜蘭蘇澳地震站東偏北方  60.3  公里",NA,NA,1,NA
"713","98047   ",2009-06-25 05:09:00,122.29,24.03,21.9,5,"花蓮市地震站東方  68.6  公里",NA,NA,1,NA
"714","98097   ",2009-08-02 07:34:00,121.04,23.83,22.8,4.8,"南投名間地震站東方  35.4  公里",NA,NA,1,NA
"715","99007   ",2010-01-19 02:09:00,121.68,23.82,41,5.6,"花蓮市地震站南偏東方  18.2  公里",NA,NA,1,NA
"716","99012   ",2010-02-12 10:42:00,121.08,23.9,18.4,5.2,"花蓮西林地震站西偏北方  38.3  公里",NA,NA,1,NA
"717","99030   ",2010-03-18 05:01:00,121.96,24.39,31,4.7,"宜蘭南澳地震站東方  22.1  公里",NA,NA,1,NA
"718","99031   ",2010-03-19 12:54:00,121.97,24.4,32.9,4.6,"宜蘭南澳地震站東方  23.0  公里",NA,NA,1,NA
"719","99037   ",2010-04-11 12:57:00,122.1,23.27,30.3,5.4,"台東成功地震站東偏北方  76.7  公里",NA,NA,1,NA
"720","99042   ",2010-04-25 11:16:00,122.28,25,12.1,4.3,"基隆市地震站東偏南方  54.2  公里",NA,NA,1,NA
"721","99059   ",2010-06-18 09:08:00,121.72,24.12,10.8,4.7,"花蓮秀林地震站東偏北方  12.6  公里",NA,NA,1,NA
"722","99075   ",2010-07-25 11:52:00,120.69,22.84,19.6,5.7,"高雄旗山地震站東方  27.0  公里",NA,NA,1,NA
"723","99076   ",2010-07-27 08:54:00,122.32,25.01,11.6,4.4,"基隆市地震站東偏南方  57.5  公里",NA,NA,1,2
"724","99077   ",2010-07-31 04:13:00,121.76,24.07,46.4,4.6,"花蓮秀林地震站東方  16.3  公里",NA,NA,1,NA
"725","99084   ",2010-08-22 12:38:00,121.59,23.58,40.2,5.3,"花蓮西林地震站南偏東方  29.3  公里",NA,NA,1,NA
"726","99099   ",2010-09-20 11:17:00,121.62,23.68,36.2,5.1,"花蓮西林地震站東南方  23.2  公里",NA,NA,1,NA
"727","99101   ",2010-09-25 02:34:00,121.98,24.9,110.5,3.8,"宜蘭市地震站東偏北方  27.2  公里",NA,NA,1,NA
"728","99110   ",2010-10-04 09:28:00,125.51,23.97,35,6.6,"宜蘭蘇澳地震站東方  377.7  公里",NA,NA,1,NA
"729","99132   ",2010-11-10 02:30:00,121.82,24.56,8.3,4.3,"宜蘭蘇澳地震站西南方  7.1  公里",NA,NA,1,NA
"730","99140   ",2010-11-19 02:14:00,121.85,24.55,9.2,4.1,"宜蘭蘇澳地震站南偏西方  6.4  公里",NA,NA,1,NA
"731","99141   ",2010-11-19 08:49:00,121.85,24.82,83.1,3.9,"宜蘭市地震站東偏北方  11.4  公里",NA,NA,1,NA
"732","100063   ",2011-05-24 03:51:00,121.89,24.73,86.6,4.3,"宜蘭縣政府東方  12.8  公里外海",NA,NA,2,NA
"733","103056   ",2014-04-16 11:34:00,121.93,24.42,16.4,4.1,"宜蘭縣政府南偏東方  38.5  公里 (位於臺灣東部海域)",NA,NA,2,NA
"734","103089   ",2014-06-22 08:26:00,122.61,24.71,97.4,5.3,"宜蘭縣政府東方  85.3  公里 (位於臺灣東部海域)",NA,NA,2,NA
"735","103145   ",2014-12-02 06:30:00,121.74,24.67,70.2,4.1,"宜蘭縣政府南偏西方  7.3  公里 (位於宜蘭縣冬山鄉)",NA,NA,2,NA
"736","104032   ",2015-06-09 01:22:00,121.69,24.65,49,4.3,"宜蘭縣政府西南方  11.7  公里 (位於宜蘭縣三星鄉)",NA,NA,2,NA
"737","105002   ",2016-01-03 00:01:00,122.08,24.6,66.4,4.9,"宜蘭縣政府東偏南方  35.4  公里",NA,NA,2,NA
"738","95010   ",2006-02-07 01:41:00,121.78,24.81,89.5,4.8,"宜蘭市地震站北偏東方  5.6  公里",NA,NA,2,NA
"739","98140   ",2009-11-28 11:04:00,121.96,24.53,64.1,4.5,"宜蘭蘇澳地震站東南方  13.1  公里",NA,NA,2,NA
"740","99063   ",2010-06-25 12:28:00,122.11,24.44,62.2,4.7,"宜蘭蘇澳地震站東南方  31.4  公里",NA,NA,2,NA
"741","99096   ",2010-09-12 06:41:00,121.76,24.39,59.7,4.8,"宜蘭南澳地震站南方  3.7  公里",NA,NA,2,NA
"742","84005   ",1995-02-10 10:21:00,121.92,23.76,24.6,5.2,"花蓮市地震站東南方  39.2  公里",NA,NA,NA,1
"743","87009   ",1998-02-24 02:45:00,121.69,24.41,24.4,4.8,"宜蘭南澳地震站西偏南  6.2  公里",NA,NA,NA,1
"744","87010   ",1998-02-24 02:59:00,121.69,24.4,24.8,4.5,"宜蘭南澳地震站西偏南  6.8  公里",NA,NA,NA,1
"745","87015   ",1998-04-19 06:06:00,121.71,24.39,24.9,4.8,"宜蘭南澳地震站西南方  5.7  公里",NA,NA,NA,1
"746","87018   ",1998-05-02 01:37:00,122.56,24.56,86.1,5.6,"宜蘭蘇澳地震站東方  70.9  公里",NA,NA,NA,1
"747","87019   ",1998-05-08 02:43:00,122.1,24.81,3,4.3,"宜蘭蘇澳地震站東北方  32.9  公里",NA,NA,NA,1
"748","87021   ",1998-05-15 04:50:00,121.72,23.96,46,4.9,"花蓮市地震站東方  11.0  公里",NA,NA,NA,1
"749","87035   ",1998-07-31 03:40:00,121.86,24.75,8.1,4,"宜蘭市地震站東方  10.7  公里",NA,NA,NA,1
"750","88015   ",1999-04-10 03:52:00,121.71,24.09,3,5,"花蓮秀林地震站東方  10.8  公里",NA,NA,NA,1
"751","88027   ",1999-06-10 03:17:00,121.73,23.73,17.2,5.2,"花蓮市地震站南偏東方  30.1  公里",NA,NA,NA,1
"752","89043   ",2000-03-19 04:50:00,122.31,24.7,4.3,4.7,"宜蘭蘇澳地震站東偏北方  46.8  公里",NA,NA,NA,1
"753","89058   ",2000-04-28 12:33:00,121.98,24.83,10.2,4.4,"宜蘭市地震站東偏北方  23.4  公里",NA,NA,NA,1
"754","89100   ",2000-06-11 09:36:00,121.81,24.68,12.9,3.8,"宜蘭蘇澳地震站西北方  9.3  公里",NA,NA,NA,1
"755","89107   ",2000-06-16 08:46:00,122.13,24.85,4.3,4.6,"宜蘭蘇澳地震站東北方  38.3  公里",NA,NA,NA,1
"756","89110   ",2000-06-17 03:50:00,121.94,24.8,10.8,4.1,"宜蘭市地震站東方  18.9  公里",NA,NA,NA,1
"757","89111   ",2000-06-17 05:16:00,121.95,24.8,5.8,4,"宜蘭市地震站東方  19.8  公里",NA,NA,NA,1
"758","90002   ",2001-01-05 03:03:00,121.78,24.72,12.8,3.9,"宜蘭市地震站南偏東方  5.4  公里",NA,NA,NA,1
"759","90006   ",2001-01-11 05:09:00,120.98,24.09,25.2,4.7,"台中德基地震站西南方  26.0  公里",NA,NA,NA,1
"760","91106   ",2002-06-16 06:41:00,122.08,24.82,3.2,4.8,"宜蘭蘇澳地震站東北方  32.4  公里",NA,NA,NA,1
"761","93022   ",2004-02-29 10:23:00,121.98,24.74,13.3,4.3,"宜蘭蘇澳地震站東北方  19.0  公里",NA,NA,NA,1
"762","94132   ",2005-09-03 08:52:00,121.89,24.81,8.8,4.3,"宜蘭市地震站東偏北方  14.5  公里",NA,NA,NA,1
"763","94134   ",2005-09-13 06:53:00,120.95,24.4,7,4.4,"苗栗三義地震站東方  18.2  公里",NA,NA,NA,1
"764","84036   ",1995-06-25 02:59:00,121.67,24.61,39.9,6.5,"宜蘭牛鬥地震站東偏南方  10.2  公里",NA,NA,NA,3
"765","88043   ",1999-09-21 01:47:00,120.82,23.85,8,7.3,"南投日月潭地震站西偏南  10.0  公里",NA,NA,NA,3
"766","94161   ",2005-12-05 06:15:00,121.58,25,10.7,3.7,"台北市地震站東偏南方  7.3  公里",NA,NA,NA,3
"767",NA,2007-10-11 11:05:00,121.85,24.75,80,5.2,"宜蘭市地震站東方  9.7  公里",NA,NA,3,NA
"768",NA,2007-03-08 01:37:00,121.91,24.54,70.4,4.7,"宜蘭蘇澳地震站東南方  8.8  公里",NA,NA,3,NA
"769",NA,2010-01-05 03:27:00,121.83,24.18,46.1,5.5,"花蓮秀林地震站東偏北方  25.8  公里",NA,NA,3,NA
"770",NA,2010-08-30 04:45:00,122.21,24.95,15,5.2,"基隆市地震站東偏南方  48.8  公里",NA,NA,3,NA
"771",NA,2013-03-07 01:36:00,121.46,24.3,5.6,5.9,"花蓮縣政府北偏西方  38.1  公里 (位於花蓮縣秀林鄉)",NA,NA,3,NA
"772",NA,2014-11-20 01:46:00,122.06,24.9,13.9,5.2,"宜蘭縣政府東偏北方  35.4  公里 (位於臺灣東部海域)",NA,NA,3,NA
"773",NA,2015-10-19 10:17:00,122.01,24.86,14.4,5.3,"宜蘭縣政府東偏北方  29.1  公里 (位於臺灣東部海域)",NA,NA,3,NA
"774",NA,2016-05-31 01:23:00,122.68,25.49,256.9,6.9,"基隆市政府東偏北方  102.5  公里",NA,NA,3,NA
"775",NA,2002-05-15 11:46:00,121.87,24.65,8.5,6.2,"宜蘭蘇澳地震站北偏東方  4.9  公里",NA,4,NA,NA
"776",NA,2004-10-15 12:08:00,122.85,24.46,91,7.1,"宜蘭蘇澳地震站東方  101.8  公里",NA,4,NA,NA
"777",NA,2005-03-06 03:06:00,121.84,24.65,6.4,5.9,"宜蘭蘇澳地震站北偏西方  5.5  公里",NA,NA,NA,4
"778",NA,2007-09-07 01:51:00,122.25,24.28,54,6.6,"宜蘭南澳地震站東偏南方  53.8  公里",NA,NA,3,NA
"779",NA,2008-06-02 02:59:00,121.79,24.86,92.3,5.8,"宜蘭市地震站北偏東方  11.3  公里",NA,NA,4,NA
"780",NA,2009-07-14 02:05:00,122.22,24.02,18.1,6,"花蓮市地震站東方  61.9  公里",NA,NA,3,NA
"781",NA,2011-04-30 04:35:00,121.81,24.65,75,5.8,"宜蘭縣政府南偏東方  10.1  公里",NA,NA,3,NA
"782",NA,2012-06-10 05:00:00,122.31,24.46,69.9,6.6,"宜蘭縣政府東偏南方  62.8  公里 (位於台灣東部海域)",NA,NA,3,NA
"783",NA,2013-03-27 10:03:00,121.05,23.9,19.4,6.2,"南投縣政府東方  36.9  公里 (位於南投縣仁愛鄉)",NA,NA,3,NA
"784",NA,2013-06-02 01:43:00,120.97,23.86,14.5,6.5,"南投縣政府東方  29.3  公里 (位於南投縣魚池鄉)",NA,NA,3,NA
"785",NA,2014-02-22 04:25:00,121.6,24.7,60.9,5.6,"宜蘭縣政府西方  16.8  公里 (位於宜蘭縣大同鄉)",NA,NA,4,NA
"786",NA,2015-04-20 09:42:00,122.44,24.02,30.6,6.4,"花蓮縣政府東方  83.6  公里 (位於臺灣東部海域)",NA,NA,3,NA
"787",NA,2015-09-16 03:37:00,121.82,24.25,19.8,5.7,"花蓮縣政府東北方  35.0  公里 (位於花蓮縣近海)",NA,NA,3,NA
"788",NA,2016-05-12 11:17:00,121.98,24.69,8.9,6.1,"宜蘭縣政府東方  22.4  公里",NA,NA,3,NA
"789",NA,2016-05-12 12:29:00,122.02,24.69,12,5.7,"宜蘭縣政府東方  26.1  公里",NA,NA,3,NA
"790",NA,2000-09-10 04:54:00,121.58,24.09,17.7,6.2,"花蓮秀林地震站西偏北方  2.2  公里",NA,4,NA,NA
"791",NA,2001-06-14 10:35:00,121.93,24.42,17.3,6.3,"宜蘭南澳地震站東方  18.2  公里",NA,5,NA,NA
"792",NA,2009-12-19 09:02:00,121.66,23.79,43.8,6.9,"花蓮市地震站南偏東方  21.4  公里",NA,4,4,NA
"793",NA,2013-10-31 08:02:00,121.35,23.57,15,6.4,"花蓮縣政府南偏西方  54.6  公里 (位於花蓮縣萬榮鄉)",NA,NA,3,NA
"794",NA,2014-02-12 12:31:00,121.57,25.13,6.4,4.2,"臺北市政府北方  10.5  公里 (位於臺北市士林區)",4,NA,3,NA
"795",NA,2007-11-20 05:02:00,121.76,24.79,72,4.3,"宜蘭市地震站北偏東方  2.6  公里",NA,NA,3,NA
"796",NA,2016-03-06 02:11:00,121.77,24.72,70.5,4.7,"宜蘭縣政府南偏東方  1.8  公里",NA,NA,3,NA
