1,313083.668,2792546.484
2,312987.447,2792500.156
3,312859.112,2792431.543
4,312648.891,2792336.223
5,312495.650,2792250.693
6,312356.663,2792158.036
7,312021.671,2791919.265
8,311683.115,2791694.749
9,311226.956,2791423.904
10,311066.587,2791302.737
11,310852.762,2791142.368
12,310578.354,2790939.235
13,310229.107,2790679.081
14,309744.437,2790287.069
15,308928.339,2789606.393
16,308860.628,2789524.427
17,308771.534,2789453.152
18,308554.146,2789342.676
19,308301.120,2789217.945
20,307898.416,2789043.322
21,307613.317,2788907.899
22,307445.821,2788822.369
23,307246.251,2788747.531
24,307075.191,2788676.256
25,306918.386,2788597.853
26,306790.091,2788512.323
27,306626.159,2788387.592
28,306522.810,2788298.499
29,306394.515,2788188.022
30,306091.597,2787885.104
31,305963.302,2787763.937
32,305835.007,2787646.333
33,305699.585,2787542.984
34,305621.182,2787500.219
35,305571.290,2787453.891
36,305418.049,2787357.669
37,305246.989,2787265.012
38,305043.856,2787150.972
39,304801.521,2786987.040
40,304683.917,2786901.510
41,304519.985,2786787.470
42,304377.435,2786666.303
43,304231.321,2786555.826
44,304088.771,2786445.350
45,303978.295,2786345.565
46,303896.329,2786260.035
47,303785.853,2786160.251
48,303632.612,2786031.956
49,303486.498,2785928.607
50,303343.948,2785846.641
51,302702.474,2785447.501
52,302285.516,2785180.220
53,301958.262,2784952.939
54,301736.992,2784797.824
55,301053.067,2784121.218
56,300275.856,2783460.954
57,299664.751,2782948.925
58,299123.385,2782426.723
59,298571.776,2781887.433
60,298523.916,2781850.752
61,298396.915,2781734.335
62,298296.373,2781644.377
63,298002.289,2781386.422
64,297912.331,2781301.755
65,297816.815,2781164.355
66,297578.690,2780799.229
67,297139.481,2780275.353
68,296996.605,2780095.436
69,296737.313,2779751.477
70,296594.438,2779529.227
71,296478.021,2779344.018
72,296313.979,2779090.017
73,296202.854,2778904.809
74,296044.103,2778682.558
75,295843.020,2778402.099
76,295382.644,2777782.973
77,295059.851,2777433.722
78,294922.268,2777264.389
79,294779.393,2777063.305
80,294583.600,2776745.804
81,294213.183,2776142.553
82,293789.849,2775438.760
83,293646.974,2775126.551
84,293541.140,2774899.009
85,293403.556,2774555.050
86,293350.640,2774391.008
87,293308.306,2774269.299
88,293260.681,2774131.716
89,293213.056,2773999.424
90,293091.347,2773629.007
91,292985.514,2773248.006
92,292906.139,2772972.839
93,292805.597,2772586.546
94,292630.972,2772025.628
95,292366.388,2771316.544
96,292186.471,2770935.543
97,292112.387,2770813.834
98,292059.470,2770692.126
99,292006.300,2770600.716
100,291900.720,2770379.917
101,291821.345,2770194.708
102,291736.678,2770009.499
103,291673.178,2769856.041
104,291583.219,2769660.249
105,291472.094,2769422.123
106,291339.802,2769056.997
107,291239.260,2768649.538
108,291186.344,2768390.246
109,291154.594,2768093.912
110,291138.719,2767887.537
111,291138.719,2767771.120
112,291133.427,2767506.536
113,291191.635,2766691.618
