time,att,field,Home_team,Visit_team
2006/8/17,878,台南,中信鯨(0),誠泰Cobras(0)
2006/8/16,2058,台中,LaNew熊(0),兄弟象(0)
2006/8/15,475,台南,中信鯨(0),誠泰Cobras(0)
2006/8/13,2059,新莊,兄弟象(1),中信鯨(0)
2006/8/12,1856,嘉義市,LaNew熊(0),興農牛(1)
2006/8/11,4546,澄清湖,統一獅(0),統一獅(0)
2006/8/10,5521,澄清湖,誠泰Cobras(0),統一獅(0)
2006/8/9,2256,台中,統一獅(2),中信鯨(1)
2006/8/8,4576,斗六,誠泰Cobras(1),興農牛(0)
2006/8/6,1979,台中,興農牛(1),統一獅(0)
2006/8/5,1862,斗六,誠泰Cobras(0),統一獅(0)
2006/8/4,3105,澄清湖,統一獅(1),興農牛(1)
2006/8/3,1406,澄清湖,興農牛(2),興農牛(2)
2006/8/1,1140,澄清湖,興農牛(0),興農牛(0)
2006/7/30,2139,新莊,統一獅(0),兄弟象(1)
2006/7/29,1041,新莊,誠泰Cobras(0),中信鯨(0)
2006/7/29,964,天母,興農牛(0),兄弟象(0)
2006/7/28,4259,新莊,兄弟象(1),中信鯨(2)
2006/7/26,1887,新莊,興農牛(0),LaNew熊(0)
2006/7/20,2452,台中,興農牛(0),統一獅(1)
2006/7/19,1129,台中,中信鯨(0),統一獅(0)
2006/7/18,6022,新莊,兄弟象(1),誠泰Cobras(0)
2006/7/15,1005,新莊,中信鯨(0),統一獅(0)
2006/7/12,3405,澄清湖,兄弟象(0),中信鯨(0)
2006/7/11,815,斗六,中信鯨(1),興農牛(0)
2006/7/9,4719,台南,兄弟象(1),LaNew熊(0)
2006/7/8,1871,天母,興農牛(0),兄弟象(0)
2006/7/7,1505,新莊,興農牛(0),兄弟象(1)
2006/7/6,887,新莊,中信鯨(0),兄弟象(0)
2006/7/5,2041,台南,誠泰Cobras(1),LaNew熊(0)
2006/7/4,2591,新竹,LaNew熊(0),兄弟象(0)
2006/7/2,2484,花蓮,LaNew熊(0),誠泰Cobras(0)
2006/7/1,8033,天母,兄弟象(0),LaNew熊(0)
2006/6/30,3673,新莊,兄弟象(1),LaNew熊(0)
2006/6/27,1282,台南,誠泰Cobras(0),中信鯨(0)
2006/6/26,5038,新莊,兄弟象(0),誠泰Cobras(0)
2006/6/23,3659,澄清湖,兄弟象(0),誠泰Cobras(0)
2006/6/22,958,新竹,誠泰Cobras(1),LaNew熊(0)
2006/6/21,1126,新竹,LaNew熊(0),兄弟象(0)
2006/6/20,929,新莊,LaNew熊(1),統一獅(0)
2006/6/19,4233,羅東,統一獅(1),中信鯨(0)
2006/6/17,4135,台南,中信鯨(1),興農牛(1)
2006/6/16,3699,澄清湖,中信鯨(0),兄弟象(1)
2006/6/14,3668,台南,興農牛(0),誠泰Cobras(0)
2006/6/13,1546,台南,中信鯨(0),誠泰Cobras(0)
2006/6/11,1573,天母,統一獅(0),兄弟象(0)
2006/6/8,2047,台南,統一獅(1),中信鯨(0)
2006/6/6,2143,斗六,統一獅(0),LaNew熊(2)
2006/6/3,1383,新莊,中信鯨(0),LaNew熊(1)
2006/6/1,6636,新莊,興農牛(1),興農牛(1)
2006/5/31,2005,澄清湖,統一獅(0),統一獅(1)
2006/5/30,2125,澄清湖,統一獅(0),統一獅(2)
2006/5/27,6086,花蓮,誠泰Cobras(0),誠泰Cobras(1)
2006/5/26,5158,新莊,興農牛(1),統一獅(0)
2006/5/25,4412,新竹,誠泰Cobras(0),統一獅(0)
2006/5/24,3049,新莊,興農牛(1),統一獅(1)
2006/5/23,2952,澄清湖,誠泰Cobras(0),興農牛(0)
2006/5/21,3957,天母,興農牛(0),LaNew熊(0)
2006/5/20,1025,新莊,統一獅(1),LaNew熊(1)
2006/5/20,1042,新莊,統一獅(0),LaNew熊(0)
2006/5/19,1977,新莊,誠泰Cobras(0),中信鯨(1)
2006/5/17,2020,台南,中信鯨(0),兄弟象(2)
2006/5/16,4547,斗六,兄弟象(0),中信鯨(0)
2006/5/14,1084,天母,中信鯨(0),統一獅(2)
2006/5/13,1623,天母,LaNew熊(0),誠泰Cobras(0)
2006/5/12,1894,新莊,中信鯨(0),誠泰Cobras(1)
2006/5/11,2071,新莊,LaNew熊(1),誠泰Cobras(1)
2006/5/10,1283,嘉義市,中信鯨(2),統一獅(0)
2006/5/9,2448,新竹,兄弟象(0),誠泰Cobras(1)
2006/5/7,2063,澄清湖,兄弟象(0),中信鯨(0)
2006/5/6,1776,天母,LaNew熊(1),興農牛(1)
2006/5/5,3731,新莊,統一獅(0),統一獅(0)
2006/5/4,2094,新竹,誠泰Cobras(3),興農牛(1)
2006/5/3,1740,澄清湖,誠泰Cobras(0),中信鯨(0)
2006/4/30,10487,屏東,LaNew熊(0),LaNew熊(0)
2006/4/29,3005,斗六,統一獅(0),兄弟象(0)
2006/4/29,4768,斗六,LaNew熊(0),兄弟象(0)
2006/4/27,1317,台南,統一獅(0),LaNew熊(0)
2006/4/25,4163,新莊,LaNew熊(2),兄弟象(1)
2006/4/23,3152,台南,統一獅(0),中信鯨(0)
2006/4/22,2042,天母,誠泰Cobras(1),兄弟象(1)
2006/4/21,1106,新竹,誠泰Cobras(0),兄弟象(1)
2006/4/20,6757,新莊,LaNew熊(0),兄弟象(1)
2006/4/19,4234,台南,中信鯨(2),中信鯨(1)
2006/4/18,6058,新莊,興農牛(1),兄弟象(0)
2006/4/16,7080,新莊,興農牛(1),統一獅(1)
2006/4/15,4530,澄清湖,統一獅(0),誠泰Cobras(0)
2006/4/14,2718,澄清湖,中信鯨(0),誠泰Cobras(0)
2006/4/12,2011,台南,統一獅(1),統一獅(1)
2006/4/11,1426,澄清湖,中信鯨(0),誠泰Cobras(1)
2006/4/9,1185,天母,統一獅(1),中信鯨(2)
2006/4/8,2838,澄清湖,中信鯨(0),兄弟象(1)
2006/4/7,5088,澄清湖,興農牛(0),兄弟象(0)
2006/4/6,4096,澄清湖,興農牛(0),兄弟象(0)
2006/4/5,2181,新莊,統一獅(1),中信鯨(0)
2006/4/4,1575,澄清湖,誠泰Cobras(0),兄弟象(1)
2006/4/2,3937,澄清湖,LaNew熊(1),兄弟象(0)
2006/4/1,1056,台南,誠泰Cobras(1),誠泰Cobras(0)
2006/3/31,5195,台南,LaNew熊(1),誠泰Cobras(0)
2006/3/30,2764,台南,兄弟象(0),誠泰Cobras(0)
2006/3/29,1719,新竹,兄弟象(1),兄弟象(0)
2006/3/28,1501,台南,誠泰Cobras(0),誠泰Cobras(0)
2006/3/26,3527,澄清湖,兄弟象(0),統一獅(0)
2006/3/25,1321,澄清湖,誠泰Cobras(0),統一獅(0)
2006/3/25,2209,天母,LaNew熊(1),中信鯨(1)
2006/3/24,3828,新莊,LaNew熊(1),中信鯨(0)
2006/3/22,4525,澄清湖,兄弟象(0),統一獅(1)
2006/3/21,3947,斗六,興農牛(1),中信鯨(0)
2006/3/18,7288,台中,興農牛(0),誠泰Cobras(3)
