time,att,field,Home_team,Visit_team
2015/9/19,5025,台南,統一7-ELEVEn獅,中信兄弟
2015/9/18,4633,桃園,Lamigo桃猿,義大犀牛
2015/9/18,3108,台南,統一7-ELEVEn獅,中信兄弟
2015/9/17,3712,桃園,Lamigo桃猿,中信兄弟
2015/9/17,2469,台南,統一7-ELEVEn獅,義大犀牛
2015/9/16,3698,桃園,Lamigo桃猿,中信兄弟
2015/9/16,2618,台南,統一7-ELEVEn獅,義大犀牛
2015/9/15,2526,台南,統一7-ELEVEn獅,義大犀牛
2015/9/13,4008,台南,統一7-ELEVEn獅,Lamigo桃猿
2015/9/13,7201,洲際,中信兄弟,義大犀牛
2015/9/12,5110,台南,統一7-ELEVEn獅,Lamigo桃猿
2015/9/12,11178,洲際,中信兄弟,義大犀牛
2015/9/11,3308,台南,統一7-ELEVEn獅,Lamigo桃猿
2015/9/11,4274,洲際,中信兄弟,義大犀牛
2015/9/10,2980,澄清湖,義大犀牛,Lamigo桃猿
2015/9/10,4192,新莊,中信兄弟,統一7-ELEVEn獅
2015/9/9,2885,澄清湖,義大犀牛,Lamigo桃猿
2015/9/8,3386,新莊,中信兄弟,統一7-ELEVEn獅
2015/9/6,7481,桃園,Lamigo桃猿,統一7-ELEVEn獅
2015/9/6,4635,澄清湖,義大犀牛,中信兄弟
2015/9/5,11537,桃園,Lamigo桃猿,統一7-ELEVEn獅
2015/9/5,6824,澄清湖,義大犀牛,中信兄弟
2015/9/4,5207,桃園,Lamigo桃猿,統一7-ELEVEn獅
2015/9/4,2883,澄清湖,義大犀牛,中信兄弟
2015/9/3,4146,桃園,Lamigo桃猿,義大犀牛
2015/9/3,3139,台南,統一7-ELEVEn獅,中信兄弟
2015/9/2,3313,桃園,Lamigo桃猿,義大犀牛
2015/9/1,3008,台南,統一7-ELEVEn獅,中信兄弟
2015/8/30,7164,桃園,Lamigo桃猿,中信兄弟
2015/8/28,4294,桃園,Lamigo桃猿,中信兄弟
2015/8/25,3189,台南,統一7-ELEVEn獅,Lamigo桃猿
2015/8/23,6958,澄清湖,義大犀牛,Lamigo桃猿
2015/8/22,12981,澄清湖,義大犀牛,Lamigo桃猿
2015/8/22,7573,天母,中信兄弟,統一7-ELEVEn獅
2015/8/21,3901,澄清湖,義大犀牛,Lamigo桃猿
2015/8/21,3925,新莊,中信兄弟,統一7-ELEVEn獅
2015/8/20,2812,澄清湖,義大犀牛,統一7-ELEVEn獅
2015/8/20,6272,新莊,中信兄弟,Lamigo桃猿
2015/8/16,5283,天母,統一7-ELEVEn獅,中信兄弟
2015/8/15,7302,天母,統一7-ELEVEn獅,中信兄弟
2015/8/15,11218,桃園,Lamigo桃猿,義大犀牛
2015/8/14,4309,新莊,統一7-ELEVEn獅,中信兄弟
2015/8/14,5519,桃園,Lamigo桃猿,義大犀牛
2015/8/13,3119,新莊,統一7-ELEVEn獅,Lamigo桃猿
2015/8/13,2885,澄清湖,義大犀牛,中信兄弟
2015/8/12,5028,新竹,統一7-ELEVEn獅,Lamigo桃猿
2015/8/11,2824,澄清湖,義大犀牛,中信兄弟
2015/8/6,3978,新莊,中信兄弟,統一7-ELEVEn獅
2015/8/6,2862,澄清湖,義大犀牛,Lamigo桃猿
2015/8/4,2998,澄清湖,義大犀牛,Lamigo桃猿
2015/8/2,8106,新莊,中信兄弟,義大犀牛
2015/8/2,7197,桃園,Lamigo桃猿,統一7-ELEVEn獅
2015/8/1,11371,新莊,中信兄弟,義大犀牛
2015/8/1,11410,桃園,Lamigo桃猿,統一7-ELEVEn獅
2015/7/31,6534,新莊,中信兄弟,義大犀牛
2015/7/31,4819,桃園,Lamigo桃猿,統一7-ELEVEn獅
2015/7/30,4292,桃園,Lamigo桃猿,中信兄弟
2015/7/29,4059,屏東,統一7-ELEVEn獅,義大犀牛
2015/7/23,5269,花蓮,統一7-ELEVEn獅,中信兄弟
2015/7/23,4218,桃園,Lamigo桃猿,義大犀牛
2015/7/22,5288,花蓮,統一7-ELEVEn獅,中信兄弟
2015/7/21,4813,桃園,Lamigo桃猿,義大犀牛
2015/7/19,4538,天母,統一7-ELEVEn獅,Lamigo桃猿
2015/7/18,6318,新莊,統一7-ELEVEn獅,Lamigo桃猿
2015/7/18,8924,澄清湖,義大犀牛,中信兄弟
2015/7/17,3895,新莊,統一7-ELEVEn獅,Lamigo桃猿
2015/7/17,4003,澄清湖,義大犀牛,中信兄弟
2015/7/16,3787,屏東,中信兄弟,Lamigo桃猿
2015/7/16,2820,澄清湖,義大犀牛,統一7-ELEVEn獅
2015/7/15,6322,嘉義市,中信兄弟,Lamigo桃猿
2015/7/14,2819,澄清湖,義大犀牛,統一7-ELEVEn獅
2015/7/12,4052,澄清湖,義大犀牛,Lamigo桃猿
2015/7/12,6199,洲際,中信兄弟,統一7-ELEVEn獅
2015/7/11,4634,澄清湖,義大犀牛,Lamigo桃猿
2015/7/11,8118,洲際,中信兄弟,統一7-ELEVEn獅
2015/7/10,2890,澄清湖,義大犀牛,Lamigo桃猿
2015/7/10,3587,洲際,中信兄弟,統一7-ELEVEn獅
2015/7/9,3343,新莊,中信兄弟,義大犀牛
2015/7/8,3776,桃園,Lamigo桃猿,統一7-ELEVEn獅
2015/7/7,4547,新莊,中信兄弟,義大犀牛
2015/7/5,10123,桃園,Lamigo桃猿,中信兄弟
2015/7/5,6049,新竹,統一7-ELEVEn獅,義大犀牛
2015/7/4,12219,桃園,Lamigo桃猿,中信兄弟
2015/7/4,6388,洲際,統一7-ELEVEn獅,義大犀牛
2015/7/3,6110,桃園,Lamigo桃猿,中信兄弟
2015/7/3,3502,洲際,統一7-ELEVEn獅,義大犀牛
2015/6/27,3580,天母,統一7-ELEVEn獅,Lamigo桃猿
2015/6/21,2962,澄清湖,義大犀牛,中信兄弟
2015/6/21,8109,桃園,Lamigo桃猿,統一7-ELEVEn獅
2015/6/20,4399,天母,中信兄弟,義大犀牛
2015/6/20,7757,桃園,Lamigo桃猿,統一7-ELEVEn獅
2015/6/19,11391,桃園,Lamigo桃猿,統一7-ELEVEn獅
2015/6/18,3687,桃園,Lamigo桃猿,義大犀牛
2015/6/16,2781,澄清湖,義大犀牛,Lamigo桃猿
2015/6/14,7773,桃園,Lamigo桃猿,中信兄弟
2015/6/14,3256,台南,統一7-ELEVEn獅,義大犀牛
2015/6/13,18407,桃園,Lamigo桃猿,中信兄弟
2015/6/13,4188,台南,統一7-ELEVEn獅,義大犀牛
2015/6/12,7817,桃園,Lamigo桃猿,中信兄弟
2015/6/12,3036,台南,統一7-ELEVEn獅,義大犀牛
2015/6/11,4271,桃園,Lamigo桃猿,統一7-ELEVEn獅
2015/6/11,4247,新莊,中信兄弟,義大犀牛
2015/6/10,4026,桃園,Lamigo桃猿,統一7-ELEVEn獅
2015/6/9,8006,新竹,中信兄弟,義大犀牛
2015/6/7,4955,澄清湖,義大犀牛,Lamigo桃猿
2015/6/7,6758,新莊,中信兄弟,統一7-ELEVEn獅
2015/6/6,4985,澄清湖,義大犀牛,Lamigo桃猿
2015/6/6,9123,新莊,中信兄弟,統一7-ELEVEn獅
2015/6/5,2987,澄清湖,義大犀牛,Lamigo桃猿
2015/6/5,5288,新莊,中信兄弟,統一7-ELEVEn獅
2015/6/4,2959,澄清湖,義大犀牛,統一7-ELEVEn獅
2015/6/4,8512,新竹,中信兄弟,Lamigo桃猿
2015/6/3,2857,澄清湖,義大犀牛,統一7-ELEVEn獅
2015/6/2,4598,新莊,中信兄弟,Lamigo桃猿
2015/5/30,5198,台南,統一7-ELEVEn獅,Lamigo桃猿
2015/5/30,6107,澄清湖,義大犀牛,中信兄弟
2015/5/29,3259,台南,統一7-ELEVEn獅,Lamigo桃猿
2015/5/29,2988,澄清湖,義大犀牛,中信兄弟
2015/5/28,3068,台南,統一7-ELEVEn獅,中信兄弟
2015/5/28,4683,桃園,Lamigo桃猿,義大犀牛
2015/5/27,3238,台南,統一7-ELEVEn獅,中信兄弟
2015/5/24,5188,花蓮,中信兄弟,義大犀牛
2015/5/22,4541,桃園,Lamigo桃猿,統一7-ELEVEn獅
2015/5/22,4235,花蓮,中信兄弟,義大犀牛
2015/5/21,4538,新莊,中信兄弟,統一7-ELEVEn獅
2015/5/20,2858,澄清湖,義大犀牛,Lamigo桃猿
2015/5/19,8171,新竹,中信兄弟,統一7-ELEVEn獅
2015/5/17,6574,洲際,中信兄弟,Lamigo桃猿
2015/5/17,3628,澄清湖,義大犀牛,統一7-ELEVEn獅
2015/5/16,9686,洲際,中信兄弟,Lamigo桃猿
2015/5/16,4290,澄清湖,義大犀牛,統一7-ELEVEn獅
2015/5/15,4545,洲際,中信兄弟,Lamigo桃猿
2015/5/15,2796,澄清湖,義大犀牛,統一7-ELEVEn獅
2015/5/14,3010,台南,統一7-ELEVEn獅,Lamigo桃猿
2015/5/14,4062,澄清湖,義大犀牛,中信兄弟
2015/5/13,2807,台南,統一7-ELEVEn獅,Lamigo桃猿
2015/5/12,2858,澄清湖,義大犀牛,中信兄弟
2015/5/10,7310,桃園,Lamigo桃猿,義大犀牛
2015/5/10,5027,台南,統一7-ELEVEn獅,中信兄弟
2015/5/9,11549,桃園,Lamigo桃猿,義大犀牛
2015/5/9,10500,嘉義市,統一7-ELEVEn獅,中信兄弟
2015/5/8,4881,桃園,Lamigo桃猿,義大犀牛
2015/5/8,4039,台南,統一7-ELEVEn獅,中信兄弟
2015/5/7,3017,台南,統一7-ELEVEn獅,義大犀牛
2015/5/6,4737,桃園,Lamigo桃猿,中信兄弟
2015/5/3,7817,天母,中信兄弟,統一7-ELEVEn獅
2015/5/3,5885,澄清湖,義大犀牛,Lamigo桃猿
2015/5/2,10000,天母,中信兄弟,統一7-ELEVEn獅
2015/5/2,6022,澄清湖,義大犀牛,Lamigo桃猿
2015/5/1,5636,洲際,中信兄弟,統一7-ELEVEn獅
2015/5/1,4996,澄清湖,義大犀牛,Lamigo桃猿
2015/4/30,3760,洲際,中信兄弟,義大犀牛
2015/4/30,5496,斗六,統一7-ELEVEn獅,Lamigo桃猿
2015/4/29,4074,洲際,中信兄弟,義大犀牛
2015/4/28,4178,屏東,統一7-ELEVEn獅,Lamigo桃猿
2015/4/26,8399,桃園,Lamigo桃猿,中信兄弟
2015/4/26,4019,台南,統一7-ELEVEn獅,義大犀牛
2015/4/25,13386,桃園,Lamigo桃猿,中信兄弟
2015/4/25,6033,台南,統一7-ELEVEn獅,義大犀牛
2015/4/24,5183,桃園,Lamigo桃猿,中信兄弟
2015/4/24,3125,台南,統一7-ELEVEn獅,義大犀牛
2015/4/23,3368,桃園,Lamigo桃猿,義大犀牛
2015/4/23,4113,台南,統一7-ELEVEn獅,中信兄弟
2015/4/22,3296,桃園,Lamigo桃猿,義大犀牛
2015/4/21,4135,屏東,統一7-ELEVEn獅,中信兄弟
2015/4/19,5629,澄清湖,義大犀牛,中信兄弟
2015/4/18,10046,桃園,Lamigo桃猿,統一7-ELEVEn獅
2015/4/18,8525,澄清湖,義大犀牛,中信兄弟
2015/4/17,4209,桃園,Lamigo桃猿,統一7-ELEVEn獅
2015/4/17,4185,澄清湖,義大犀牛,中信兄弟
2015/4/16,4273,洲際,中信兄弟,Lamigo桃猿
2015/4/16,2688,澄清湖,義大犀牛,統一7-ELEVEn獅
2015/4/15,4633,洲際,中信兄弟,Lamigo桃猿
2015/4/14,2677,澄清湖,義大犀牛,統一7-ELEVEn獅
2015/4/12,4112,台南,統一7-ELEVEn獅,Lamigo桃猿
2015/4/12,6289,洲際,中信兄弟,義大犀牛
2015/4/12,17723,洲際,中信兄弟,義大犀牛
2015/4/11,4069,台南,統一7-ELEVEn獅,Lamigo桃猿
2015/4/10,3169,台南,統一7-ELEVEn獅,Lamigo桃猿
2015/4/10,4073,洲際,中信兄弟,義大犀牛
2015/4/9,4075,屏東,統一7-ELEVEn獅,義大犀牛
2015/4/9,4113,桃園,Lamigo桃猿,中信兄弟
2015/4/8,5313,斗六,統一7-ELEVEn獅,義大犀牛
2015/4/5,7179,台南,統一7-ELEVEn獅,中信兄弟
2015/4/5,11409,桃園,Lamigo桃猿,義大犀牛
2015/4/4,8009,台南,統一7-ELEVEn獅,中信兄弟
2015/4/4,11324,桃園,Lamigo桃猿,義大犀牛
2015/4/3,7148,台南,統一7-ELEVEn獅,中信兄弟
2015/4/3,10197,桃園,Lamigo桃猿,義大犀牛
2015/4/2,4924,澄清湖,義大犀牛,中信兄弟
2015/4/2,4226,桃園,Lamigo桃猿,統一7-ELEVEn獅
2015/4/1,4095,澄清湖,義大犀牛,中信兄弟
2015/3/31,4037,桃園,Lamigo桃猿,統一7-ELEVEn獅
2015/3/29,8268,天母,中信兄弟,Lamigo桃猿
2015/3/29,4029,澄清湖,義大犀牛,統一7-ELEVEn獅
2015/3/28,9596,天母,中信兄弟,Lamigo桃猿
2015/3/28,6525,澄清湖,義大犀牛,統一7-ELEVEn獅
2015/3/27,8105,洲際,中信兄弟,Lamigo桃猿
2015/3/27,2858,澄清湖,義大犀牛,統一7-ELEVEn獅
2015/3/26,5041,洲際,中信兄弟,統一7-ELEVEn獅
2015/3/26,6885,澄清湖,義大犀牛,Lamigo桃猿
2015/3/25,10068,洲際,中信兄弟,統一7-ELEVEn獅
2015/3/24,11385,澄清湖,義大犀牛,Lamigo桃猿
2015/3/22,7023,台南,統一7-ELEVEn獅,義大犀牛
2015/3/22,10079,桃園,Lamigo桃猿,中信兄弟
2015/3/21,18413,桃園,Lamigo桃猿,中信兄弟
2014/10/12,10000,天母,中信兄弟,統一7-ELEVEn獅
2014/10/8,10885,澄清湖,義大犀牛,中信兄弟
2014/10/5,8169,桃園,Lamigo桃猿,統一7-ELEVEn獅
2014/10/5,11985,澄清湖,義大犀牛,中信兄弟
2014/10/4,5188,台南,統一7-ELEVEn獅,義大犀牛
2014/10/3,3666,澄清湖,義大犀牛,中信兄弟
2014/10/2,2985,澄清湖,義大犀牛,中信兄弟
2014/9/30,3608,桃園,Lamigo桃猿,統一7-ELEVEn獅
2014/9/28,5567,天母,中信兄弟,Lamigo桃猿
2014/9/28,5068,台南,統一7-ELEVEn獅,義大犀牛
2014/9/27,7017,天母,中信兄弟,Lamigo桃猿
2014/9/27,7005,台南,統一7-ELEVEn獅,義大犀牛
2014/9/26,5048,新莊,中信兄弟,Lamigo桃猿
2014/9/26,3880,台南,統一7-ELEVEn獅,義大犀牛
2014/9/25,2802,新莊,中信兄弟,統一7-ELEVEn獅
2014/9/25,2885,澄清湖,義大犀牛,Lamigo桃猿
2014/9/23,2562,澄清湖,義大犀牛,Lamigo桃猿
2014/9/20,10204,桃園,Lamigo桃猿,統一7-ELEVEn獅
2014/9/19,2882,澄清湖,義大犀牛,中信兄弟
2014/9/19,3371,桃園,Lamigo桃猿,統一7-ELEVEn獅
2014/9/18,3088,洲際,義大犀牛,統一7-ELEVEn獅
2014/9/18,3191,桃園,Lamigo桃猿,中信兄弟
2014/9/17,4728,洲際,義大犀牛,統一7-ELEVEn獅
2014/9/16,3093,桃園,Lamigo桃猿,中信兄弟
2014/9/14,5111,桃園,Lamigo桃猿,義大犀牛
2014/9/14,4906,台南,統一7-ELEVEn獅,中信兄弟
2014/9/13,10102,桃園,Lamigo桃猿,義大犀牛
2014/9/13,6117,台南,統一7-ELEVEn獅,中信兄弟
2014/9/12,3143,桃園,Lamigo桃猿,義大犀牛
2014/9/12,4166,台南,統一7-ELEVEn獅,中信兄弟
2014/9/11,3082,澄清湖,中信兄弟,義大犀牛
2014/9/11,2618,台南,統一7-ELEVEn獅,Lamigo桃猿
2014/9/10,3063,澄清湖,中信兄弟,義大犀牛
2014/9/9,2711,台南,統一7-ELEVEn獅,Lamigo桃猿
2014/9/7,3855,澄清湖,義大犀牛,Lamigo桃猿
2014/9/7,5046,洲際,中信兄弟,統一7-ELEVEn獅
2014/9/6,4585,澄清湖,義大犀牛,Lamigo桃猿
2014/9/6,6046,洲際,中信兄弟,統一7-ELEVEn獅
2014/9/5,2885,澄清湖,義大犀牛,Lamigo桃猿
2014/9/5,3784,嘉義市,中信兄弟,統一7-ELEVEn獅
2014/9/4,2988,澄清湖,義大犀牛,中信兄弟
2014/9/4,3014,桃園,Lamigo桃猿,統一7-ELEVEn獅
2014/9/3,2933,澄清湖,義大犀牛,中信兄弟
2014/9/2,3011,桃園,Lamigo桃猿,統一7-ELEVEn獅
2014/8/31,3590,新莊,義大犀牛,統一7-ELEVEn獅
2014/8/31,8113,桃園,Lamigo桃猿,中信兄弟
2014/8/30,4662,新莊,義大犀牛,統一7-ELEVEn獅
2014/8/30,14503,桃園,Lamigo桃猿,中信兄弟
2014/8/29,2590,新莊,義大犀牛,統一7-ELEVEn獅
2014/8/29,5388,桃園,Lamigo桃猿,中信兄弟
2014/8/28,3751,洲際,統一7-ELEVEn獅,中信兄弟
2014/8/28,7338,桃園,Lamigo桃猿,義大犀牛
2014/8/27,4285,洲際,統一7-ELEVEn獅,中信兄弟
2014/8/26,3185,桃園,Lamigo桃猿,義大犀牛
2014/8/24,6719,天母,中信兄弟,義大犀牛
2014/8/24,5089,台南,統一7-ELEVEn獅,Lamigo桃猿
2014/8/23,10000,天母,中信兄弟,義大犀牛
2014/8/23,7067,台南,統一7-ELEVEn獅,Lamigo桃猿
2014/8/22,4696,新莊,中信兄弟,義大犀牛
2014/8/22,3552,台南,統一7-ELEVEn獅,Lamigo桃猿
2014/8/21,3154,新莊,中信兄弟,Lamigo桃猿
2014/8/21,3123,台南,統一7-ELEVEn獅,義大犀牛
2014/8/20,3163,新莊,中信兄弟,Lamigo桃猿
2014/8/19,3022,台南,統一7-ELEVEn獅,義大犀牛
2014/8/17,7510,桃園,Lamigo桃猿,統一7-ELEVEn獅
2014/8/17,4350,天母,義大犀牛,中信兄弟
2014/8/16,10409,桃園,Lamigo桃猿,統一7-ELEVEn獅
2014/8/16,4915,天母,義大犀牛,中信兄弟
2014/8/15,4134,桃園,Lamigo桃猿,統一7-ELEVEn獅
2014/8/15,3622,新莊,義大犀牛,中信兄弟
2014/8/14,3107,桃園,Lamigo桃猿,義大犀牛
2014/8/14,2451,新莊,中信兄弟,統一7-ELEVEn獅
2014/8/13,3049,桃園,Lamigo桃猿,義大犀牛
2014/8/12,2363,新莊,中信兄弟,統一7-ELEVEn獅
2014/8/10,4249,天母,中信兄弟,Lamigo桃猿
2014/8/9,6048,洲際,統一7-ELEVEn獅,義大犀牛
2014/8/9,5674,天母,中信兄弟,Lamigo桃猿
2014/8/9,3067,洲際,統一7-ELEVEn獅,義大犀牛
2014/8/8,3723,新莊,中信兄弟,Lamigo桃猿
2014/8/7,5508,斗六,統一7-ELEVEn獅,Lamigo桃猿
2014/8/7,2365,新莊,中信兄弟,義大犀牛
2014/8/6,4351,屏東,統一7-ELEVEn獅,Lamigo桃猿
2014/8/5,2611,新莊,中信兄弟,義大犀牛
2014/8/3,4688,天母,統一7-ELEVEn獅,中信兄弟
2014/8/3,3839,澄清湖,義大犀牛,Lamigo桃猿
2014/8/2,5239,天母,統一7-ELEVEn獅,中信兄弟
2014/8/2,4211,澄清湖,義大犀牛,Lamigo桃猿
2014/8/1,4136,新莊,統一7-ELEVEn獅,中信兄弟
2014/8/1,2681,澄清湖,義大犀牛,Lamigo桃猿
2014/7/31,3606,桃園,Lamigo桃猿,中信兄弟
2014/7/31,2902,澄清湖,義大犀牛,統一7-ELEVEn獅
2014/7/30,4169,桃園,Lamigo桃猿,中信兄弟
2014/7/29,2858,澄清湖,義大犀牛,統一7-ELEVEn獅
2014/7/24,3111,桃園,Lamigo桃猿,統一7-ELEVEn獅
2014/7/20,7071,桃園,Lamigo桃猿,義大犀牛
2014/7/20,3802,天母,中信兄弟,統一7-ELEVEn獅
2014/7/19,10129,桃園,Lamigo桃猿,義大犀牛
2014/7/19,5014,天母,中信兄弟,統一7-ELEVEn獅
2014/7/18,4353,桃園,Lamigo桃猿,義大犀牛
2014/7/18,3332,新莊,中信兄弟,統一7-ELEVEn獅
2014/7/17,3051,台南,統一7-ELEVEn獅,義大犀牛
2014/7/17,3445,新莊,中信兄弟,Lamigo桃猿
2014/7/16,3132,台南,統一7-ELEVEn獅,義大犀牛
2014/7/15,2788,新莊,中信兄弟,Lamigo桃猿
2014/7/13,4410,天母,中信兄弟,義大犀牛
2014/7/13,5071,台南,統一7-ELEVEn獅,Lamigo桃猿
2014/7/12,6089,新莊,中信兄弟,義大犀牛
2014/7/12,6067,台南,統一7-ELEVEn獅,Lamigo桃猿
2014/7/11,3521,新莊,中信兄弟,義大犀牛
2014/7/11,4133,台南,統一7-ELEVEn獅,Lamigo桃猿
2014/7/10,3022,洲際,義大犀牛,Lamigo桃猿
2014/7/10,5539,斗六,統一7-ELEVEn獅,中信兄弟
2014/7/9,3538,洲際,義大犀牛,Lamigo桃猿
2014/7/8,4677,屏東,統一7-ELEVEn獅,中信兄弟
2014/7/6,3281,新莊,義大犀牛,統一7-ELEVEn獅
2014/7/6,8003,桃園,Lamigo桃猿,中信兄弟
2014/7/5,3868,新莊,義大犀牛,統一7-ELEVEn獅
2014/7/5,10594,桃園,Lamigo桃猿,中信兄弟
2014/7/4,3889,澄清湖,義大犀牛,統一7-ELEVEn獅
2014/7/4,5898,桃園,Lamigo桃猿,中信兄弟
2014/6/29,3558,天母,中信兄弟,義大犀牛
2014/6/28,2989,澄清湖,義大犀牛,統一7-ELEVEn獅
2014/6/27,4202,屏東,統一7-ELEVEn獅,中信兄弟
2014/6/26,3533,屏東,統一7-ELEVEn獅,義大犀牛
2014/6/24,2147,新莊,中信兄弟,義大犀牛
2014/6/19,3125,桃園,Lamigo桃猿,義大犀牛
2014/6/18,2589,洲際,義大犀牛,統一7-ELEVEn獅
2014/6/17,2078,新莊,中信兄弟,統一7-ELEVEn獅
2014/6/17,3045,桃園,Lamigo桃猿,義大犀牛
2014/6/15,6383,桃園,Lamigo桃猿,中信兄弟
2014/6/14,3565,洲際,義大犀牛,統一7-ELEVEn獅
2014/6/14,11010,桃園,Lamigo桃猿,中信兄弟
2014/6/13,2224,洲際,義大犀牛,統一7-ELEVEn獅
2014/6/13,7292,桃園,Lamigo桃猿,中信兄弟
2014/6/11,3268,新莊,義大犀牛,Lamigo桃猿
2014/6/8,5133,台南,統一7-ELEVEn獅,Lamigo桃猿
2014/6/7,6145,天母,中信兄弟,義大犀牛
2014/6/7,5402,台南,統一7-ELEVEn獅,Lamigo桃猿
2014/6/7,3098,天母,中信兄弟,義大犀牛
2014/6/6,4168,台南,統一7-ELEVEn獅,Lamigo桃猿
2014/6/5,2627,新莊,中信兄弟,Lamigo桃猿
2014/6/4,2589,新莊,中信兄弟,Lamigo桃猿
2014/6/1,10025,桃園,Lamigo桃猿,義大犀牛
2014/6/1,5806,洲際,中信兄弟,統一7-ELEVEn獅
2014/6/1,4108,桃園,Lamigo桃猿,義大犀牛
2014/5/31,13222,桃園,Lamigo桃猿,義大犀牛
2014/5/31,6178,洲際,中信兄弟,統一7-ELEVEn獅
2014/5/30,5553,嘉義市,中信兄弟,統一7-ELEVEn獅
2014/5/29,3013,桃園,Lamigo桃猿,統一7-ELEVEn獅
2014/5/29,2922,澄清湖,義大犀牛,中信兄弟
2014/5/28,3360,桃園,Lamigo桃猿,統一7-ELEVEn獅
2014/5/27,2424,澄清湖,義大犀牛,中信兄弟
2014/5/25,2965,澄清湖,義大犀牛,Lamigo桃猿
2014/5/25,5322,洲際,統一7-ELEVEn獅,中信兄弟
2014/5/25,3543,洲際,統一7-ELEVEn獅,中信兄弟
2014/5/24,4988,澄清湖,義大犀牛,Lamigo桃猿
2014/5/24,10336,洲際,統一7-ELEVEn獅,中信兄弟
2014/5/23,2791,澄清湖,義大犀牛,Lamigo桃猿
2014/5/22,4573,斗六,中信兄弟,義大犀牛
2014/5/22,3135,台南,統一7-ELEVEn獅,Lamigo桃猿
2014/5/20,3028,台南,統一7-ELEVEn獅,Lamigo桃猿
2014/5/18,5149,屏東,統一7-ELEVEn獅,義大犀牛
2014/5/18,5117,花蓮,中信兄弟,Lamigo桃猿
2014/5/17,6180,台南,統一7-ELEVEn獅,義大犀牛
2014/5/17,5500,花蓮,中信兄弟,Lamigo桃猿
2014/5/17,4505,花蓮,中信兄弟,Lamigo桃猿
2014/5/16,3460,台南,統一7-ELEVEn獅,義大犀牛
2014/5/14,3598,桃園,Lamigo桃猿,義大犀牛
2014/5/13,3123,新莊,中信兄弟,統一7-ELEVEn獅
2014/5/11,3830,澄清湖,義大犀牛,中信兄弟
2014/5/11,6681,桃園,Lamigo桃猿,統一7-ELEVEn獅
2014/5/10,12636,澄清湖,義大犀牛,中信兄弟
2014/5/10,10753,桃園,Lamigo桃猿,統一7-ELEVEn獅
2014/5/10,2888,澄清湖,義大犀牛,中信兄弟
2014/5/9,4140,桃園,Lamigo桃猿,統一7-ELEVEn獅
2014/5/8,3042,洲際,義大犀牛,統一7-ELEVEn獅
2014/5/8,3519,桃園,Lamigo桃猿,中信兄弟
2014/5/6,3070,桃園,Lamigo桃猿,中信兄弟
2014/5/4,6225,斗六,統一7-ELEVEn獅,Lamigo桃猿
2014/5/4,5275,澄清湖,中信兄弟,義大犀牛
2014/5/3,6155,台南,統一7-ELEVEn獅,Lamigo桃猿
2014/5/3,6607,澄清湖,中信兄弟,義大犀牛
2014/5/2,3495,台南,統一7-ELEVEn獅,Lamigo桃猿
2014/5/2,4137,澄清湖,中信兄弟,義大犀牛
2014/5/1,5130,台南,統一7-ELEVEn獅,中信兄弟
2014/4/30,6060,嘉義市,統一7-ELEVEn獅,中信兄弟
